cast_id,movie_id,character,gender,realname,order
8476,49524,Male Cop,2,Matt McColm,26
8477,49524,Newscaster in Helicopter,2,John Burke,27
8478,49524,R.I.P.D. '70s Cop,0,Joe Stapleton,28
8479,49524,R.I.P.D. Cop,2,Michael Steven Costello,29
8480,49524,Deado #8 (uncredited),2,Chris Whitney,30
8481,49524,Driver (uncredited),1,Emmalyn Anderson,31
8482,49524,Red Sox Fan (uncredited),1,Alexandra Creteau,32
8483,49524,1970's Detective,2,J. Jewels,33
8484,49524,Cop #7 (uncredited),2,Jim Ford,34
8485,22,Captain Jack Sparrow,2,Johnny Depp,0
8486,22,Captain Hector Barbossa,2,Geoffrey Rush,1
8487,22,Will Turner,2,Orlando Bloom,2
8488,22,Elizabeth Swann,1,Keira Knightley,3
8489,22,Commodore James Norrington,2,Jack Davenport,4
8490,22,Governor Weatherby Swann,2,Jonathan Pryce,5
8491,22,Joshamee Gibbs,2,Kevin McNally,6
8492,22,Anamaria,1,Zoe Saldana,7
8493,22,Pintel,2,Lee Arenberg,8
8494,22,Ragetti,2,Mackenzie Crook,9
8495,22,Lieutenant Gillette,0,Damian O'Hare,10
8496,22,Koehler,2,Treva Etienne,11
8497,22,Twigg,0,Michael Berry Jr.,12
8498,22,Cotton,2,David Bailie,13
8499,22,Cotton's Parrot (voice),2,Christopher S. Capp,14
8500,22,Marty,2,Martin Klebba,15
8501,22,Bo'sun,2,Isaac C. Singleton Jr.,16
8502,22,Murtogg,0,Giles New,17
8503,22,Mullroy,2,Angus Barnett,18
8504,22,Lieutenant Theodore Groves,2,Greg Ellis,19
8505,22,Harbormaster,2,Guy Siner,20
8506,22,Mr. Brown,2,Ralph P. Martin,21
8507,22,Estrella,0,Paula J. Newman,22
8508,22,Butler,0,Paul Keith,23
8509,22,Young Will,2,Dylan Smith,24
8510,22,Young Elizabeth,1,Lucinda Dryzek,25
8511,22,Scarlett,1,Lauren Maher,26
8512,22,Giselle,1,Vanessa Branch,27
8513,22,Frightened Sailor,2,Luke de Woolfson,28
8514,22,Seedy Looking Prisoner,2,Michael Sean Tighe,29
8515,22,Sentry,0,Dustin Seavey,30
8516,22,Steersman,0,Christian Martin,31
8517,22,Grapple,2,Trevor Goddard,32
8518,22,Jacoby,2,Vince Lozano,33
8519,22,Sailor / Edinburgh,0,Matthew Bowyer,34
8520,22,Mallot,2,Brye Cooper,35
8521,22,Seedy Prisoner #2,2,Ben Wilson,36
8522,22,Seedy Prisoner #3,0,Antonio Valentino,37
8523,22,Seedy Prisoner #4,0,Mike Babcock,38
8524,22,Town Clerk,0,Owen Finnegan,39
8525,22,Sailor,0,Ian McIntyre,40
8526,22,Crippled Man,2,Israel Aduramo,41
8527,22,Crying Boy,0,Sam Roberts,42
8528,22,Crying Boy,0,Ben Roberts,43
8529,22,Moises: Jack's Crew,0,Félix Castro,44
8530,22,Kursar: Jack's Crew,0,Mike Haberecht,45
8531,22,Matelot: Jack's Crew,0,Rudolph McCollum,46
8532,22,Tearlach: Jack's Crew (as Gerard Reyes),0,Gerard J. Reyes,47
8533,22,Duncan: Jack's Crew,0,M. Scott Shields,48
8534,22,Ladbroc: Jack's Crew (as Chris 'Sully' Sullivan),0,Christopher Sullivan,49
8535,22,Crimp: Jack's Crew,0,Craig Thomson,50
8536,22,Quartetto: Jack's Crew,0,Fred Toft,51
8537,22,Ketchum: Barbossa's Crew,0,Jerry Gauny,52
8538,22,Maximo: Barbossa's Crew,2,Maxie J. Santillan Jr.,53
8539,22,Monk: Barbossa's Crew (as Michael Lane),0,Michael Earl Lane,54
8540,22,Clubba: Barbossa's Crew,0,David Patykewich,55
8541,22,Scarus: Barbossa's Crew,0,Tommy Schooler,56
8542,22,Scratch: Barbossa's Crew,2,Finneus Egan,57
8543,22,Weatherby: Barbossa's Crew,0,D.P. FitzGerald,58
8544,22,Dog Ear: Barbossa's Crew,0,Tobias McKinney,59
8545,22,Simbakka: Barbossa's Crew,0,Michael A. Thompson,60
8546,22,Hawksmoor: Barbossa's Crew,2,Michael W. Williams,61
8547,22,Katracho: Barbossa's Crew,0,Jose Zelaya,62
8548,22,Nipperkin: Barbossa's Crew,0,Don LaDaga,63
8549,22,Lejon,2,LeJon,64
8550,22,Pirate (uncredited),0,Gregory Alosio,65
8551,22,Pirate (uncredited),2,Jordi Caballero,66
8552,22,Sailor (uncredited),0,Paul Gagné,67
8553,22,Marine (uncredited),0,Joe Grisaffi,68
8554,22,Barbossa's Crew (uncredited),0,James McAuley,69
8555,131631,Katniss Everdeen,1,Jennifer Lawrence,0
8556,131631,Peeta Mellark,2,Josh Hutcherson,1
8557,131631,Gale Hawthorne,2,Liam Hemsworth,2
8558,131631,Haymitch Abernathy,2,Woody Harrelson,3
8559,131631,President Snow,2,Donald Sutherland,4
8560,131631,Plutarch Heavensbee,2,Philip Seymour Hoffman,5
8561,131631,President Alma Coin,1,Julianne Moore,6
8562,131631,Primrose Everdeen,1,Willow Shields,7
8563,131631,Finnick Odair,2,Sam Claflin,8
8564,131631,Effie Trinket,1,Elizabeth Banks,9
8565,131631,Boggs,2,Mahershala Ali,10
8566,131631,Johanna Mason,1,Jena Malone,11
8567,131631,Beetee,2,Jeffrey Wright,12
8568,131631,Katniss' Mother,1,Paula Malcomson,13
8569,131631,Caesar Flickerman,2,Stanley Tucci,14
8570,131631,Cressida,1,Natalie Dormer,15
8571,131631,Messalla,2,Evan Ross,16
8572,131631,Pollux,2,Elden Henson,17
8573,131631,Castor,2,Wes Chatham,18
8574,131631,Egeria,1,Sarita Choudhury,19
8575,131631,Annie Cresta,1,Stef Dawson,20
8576,131631,Commander Paylor,1,Patina Miller,21
8577,131631,Antonius,2,Robert Knepper,22
8578,131631,D8 Another Patient,1,Caitlin Fowler,23
8579,131631,D8 Female Patient,1,Jada Taylor,24
8580,131631,D8 Male Patient,2,Nicholas Pryor,25
8581,131631,D8 Old Woman,0,Donna Biscoe,26
8582,131631,Eddy,0,Michael Garza,27
8583,131631,Snow's Granddaughter,0,Erika Bierman,28
8584,131631,District 13 Engineer,0,Bill Bennett,29
8585,131631,D13 Systems Operator,2,Rus Blackwell,30
8586,131631,D13 Systems Operator #2,2,Stevie Ray Dallimore,31
8587,131631,D13 Systems Operator #3,1,Breann Couch,32
8588,131631,District 13 Citizen,1,Jennifer Cocker,33
8589,131631,District 13 Citizen,2,Marshall Choka,34
8590,131631,Snow's Stylist #1,0,Jordan Woods-Robinson,35
8591,131631,Orderly,0,Katie Sawhill,36
8592,131631,Rescue Hovercraft Pilot,1,Jenique Bennett,37
8593,131631,Pilot,0,Charles Kronmuller,38
8594,131631,President Snow's Security (uncredited),0,Tyler Lee Allen,39
8595,131631,Stair Runner District 13 (uncredited),1,Jordanne Calvin,40
8596,131631,District 8 Hospital Patient (uncredited),1,Jasmine Ahnie,41
8597,131631,District 13 Citizen (uncredited),0,Brayden Patterson,42
8598,131631,District 13 (uncredited),1,Emma Elle Roberts,43
8599,131631,District 13 Citizen (uncredited),1,A.J. Sexton,44
8600,131631,District 13 Citizen (uncredited),1,Sarah Turner Holland,45
8601,131631,District 13 Citizen (uncredited),1,Lauren Henneberg,46
8602,131631,District 13 Citizen (uncredited),0,Molly Evensen,47
8603,131631,District 5 Rebel (uncredited),2,William Frasca,48
8604,131631,Peacekeeper (uncredited),0,Joe Crosson,49
8605,131631,Peacekeeper (uncredited),0,Gregory Fears,50
8606,131631,Peacekeeper (uncredited),0,Kirk Crenshaw,51
8607,131631,Beetee's Technician (uncredited),0,Stephen Mackenzie Brown,52
8608,131631,District 8 Rebel (uncredited),0,Stephen Vining,53
8609,591,Robert Langdon,2,Tom Hanks,0
8610,591,Sophie Neveu,1,Audrey Tautou,1
8611,591,Sir Leigh Teabing,2,Ian McKellen,2
8612,591,Silas,2,Paul Bettany,3
8613,591,Captain Bezu Fache,2,Jean Reno,4
8614,591,Manuel Aringarosa,2,Alfred Molina,5
8615,591,André Vernet,2,Jürgen Prochnow,6
8616,591,Rémy Jean,2,Jean-Yves Berteloot,7
8617,591,Jacques Saunier,0,Jean-Pierre Marielle,8
8618,591,Sœur Sandrine,1,Marie-Françoise Audollent,9
8619,591,Ritual Priestress,0,Agathe Natanson,10
8620,591,Mother of Silas,1,Tina Maskell,11
8621,591,Father of Silas,0,Peter Pedrero,12
8622,591,Michael,2,Seth Gabel,13
8623,591,Lt. Collet,2,Etienne Chicot,14
8624,591,London Police,2,Mark Roper,15
8625,591,Peasant Father,2,Andy Robb,16
8626,591,PTS Agent (uncredited),0,Dhaffer L'Abidine,17
8627,172385,Blu (voice),2,Jesse Eisenberg,0
8628,172385,Jewel (voice),1,Anne Hathaway,1
8629,172385,Linda (voice),1,Leslie Mann,2
8630,172385,Nico (voice),2,Jamie Foxx,3
8631,172385,Eduardo (voice),2,Andy García,4
8632,172385,Roberto (voice),2,Bruno Mars,5
8633,172385,Nigel (voice),0,Jemaine Clement,6
8634,172385,Tulio (voice),2,Rodrigo Santoro,7
8635,172385,Fernando (voice),2,Jake T. Austin,8
8636,172385,Bia (voice),1,Amandla Stenberg,9
8637,172385,Tiago (voice),2,Pierce Gagnon,10
8638,172385,Aunt Mimi (voice),1,Rita Moreno,11
8639,172385,Gabi (voice),1,Kristin Chenoweth,12
8640,172385,Luiz (voice),2,Tracy Morgan,13
8641,172385,Pedro (voice),2,Will.i.am,14
8642,172385,Rafael (voice),2,George Lopez,15
8643,172385,Carla (voice),1,Rachel Crow,16
8644,172385,Eva (voice),0,Bebel Gilberto,17
8645,172385,Old Bird (voice),0,Jason Harris,18
8646,172385,Newscaster (voice),1,Natalie Morales,19
8647,172385,Dr. Monae (voice),1,Janelle Monae,20
8648,36658,Charles Xavier / Professor X,2,Patrick Stewart,0
8649,36658,Logan / Wolverine,2,Hugh Jackman,1
8650,36658,Eric Lensherr / Magneto,2,Ian McKellen,2
8651,36658,Ororo Munroe / Storm,1,Halle Berry,3
8652,36658,Jean Grey / Phoenix,1,Famke Janssen,4
8653,36658,Scott Summers / Cyclops,2,James Marsden,5
8654,36658,Raven Darkholme / Mystique,1,Rebecca Romijn,6
8655,36658,William Stryker,2,Brian Cox,7
8656,36658,Kurt Wagner / Nightcrawler,2,Alan Cumming,8
8657,36658,Senator Kelly,2,Bruce Davison,9
8658,36658,Yuriko Oyama / Lady Deathstrike,1,Kelly Hu,10
8659,36658,Marie D'Ancanto / Rogue,1,Anna Paquin,11
8660,36658,Bobby Drake / Iceman,2,Shawn Ashmore,12
8661,36658,John Allerdyce / Pyro,2,Aaron Stanford,13
8662,36658,"Katherine ""Kitty"" Pryde / Shadowcat",1,Katie Stuart,14
8663,36658,Jubilee,1,Kea Wong,15
8664,36658,Artie,0,Bryce Hodgson,16
8665,36658,Theresa Cassidy / Siryn,0,Shauna Kain,17
8666,36658,Jason 143,0,Michael Reid MacKay,18
8667,36658,Douglas Ramsey / Cypher,2,Layke Anderson,20
8668,36658,Piotr Rasputin / Colossus,2,Daniel Cudmore,21
8669,36658,Surgeon,2,Michael Dougherty,22
8670,36658,Surgeon,2,Dan Harris,23
8671,36658,Prison Security Officer (uncredited),2,Bryan Singer,24
8672,36658,President McKenna,2,Cotter Smith,25
8673,36658,White House Tour Guide,1,Chiara Zanni,26
8674,36658,News Reporter,2,Ted Friend,27
8675,36658,Stryker Soldier #1,2,Aaron Douglas,28
8676,36658,Oval Office Agent Cartwright,2,Roger Cross,29
8677,36658,Captured X-Kid,2,Nolan Gerard Funk,30
8678,36658,Dr. Hank McCoy,2,Steve Bacic,31
8679,51497,Dominic Toretto,2,Vin Diesel,0
8680,51497,Brian O'Conner,2,Paul Walker,1
8681,51497,Mia Toretto,1,Jordana Brewster,2
8682,51497,Roman Pearce,2,Tyrese Gibson,3
8683,51497,Tej Parker,2,Ludacris,4
8684,51497,Vince,2,Matt Schulze,5
8685,51497,Han Seoul-Oh,2,Sung Kang,6
8686,51497,Gisele Yashar,1,Gal Gadot,7
8687,51497,Tego Leo,2,Tego Calderón,8
8688,51497,Rico Santos,0,Don Omar,9
8689,51497,Hernan Reyes,2,Joaquim de Almeida,10
8690,51497,Luke Hobbs,2,Dwayne Johnson,11
8691,51497,Elena Neves,1,Elsa Pataky,12
8692,51497,Zizi,2,Michael Irby,13
8693,51497,Wilkes (as Fernando F. Chien),2,Fernando Chien,14
8694,51497,Fusco,2,Alimi Ballard,15
8695,51497,Chato,2,Yorgo Constantine,16
8696,51497,Macroy,2,Geoff Meed,17
8697,51497,Chief of Police Alemeida,2,Joseph Melendez,18
8698,51497,Rosa,0,Jeirmarie Osorio,19
8699,51497,Capa,0,Mark Hicks,20
8700,51497,Berto,0,Esteban Cueto,21
8701,51497,Lanzo (as Corey Eubanks),2,Corey Michael Eubanks,22
8702,51497,Diogo (as Luis DaSilva),2,Luis Da Silva Jr.,23
8703,51497,Cash House Door Guard,2,Luis Gonzaga,24
8704,51497,Evidence Technician,2,Carlos Sanchez,25
8705,51497,Lead DEA Agent (as Ben Blankenship),0,Benjamin Blankenship,26
8706,51497,Conductor,0,Pedro García,27
8707,51497,Croupier,0,Arturo Gaskins,28
8708,51497,Field Reporter,0,Jay Jackson,29
8709,51497,Field Reporter,1,Arlene Santana,30
8710,51497,News Anchor,2,Kent Shocknek,31
8711,51497,News Anchor,1,Sharon Tay,32
8712,51497,News Anchor,0,Andy Rosa Adler,33
8713,51497,Monica Fuentes (uncredited),1,Eva Mendes,34
8714,51497,Letty Ortiz (uncredited),1,Michelle Rodriguez,35
8715,58574,Sherlock Holmes,2,Robert Downey Jr.,0
8716,58574,Dr. John Watson,2,Jude Law,1
8717,58574,Professor James Moriarty,2,Jared Harris,2
8718,58574,Madam Simza Heron,1,Noomi Rapace,3
8719,58574,Mary Morstan,1,Kelly Reilly,4
8720,58574,Mrs. Hudson,1,Geraldine James,5
8721,58574,Inspector Lestrade,2,Eddie Marsan,6
8722,58574,Mycroft Holmes,2,Stephen Fry,7
8723,58574,Clarky,2,William Houston,8
8724,58574,Tamas,2,Affif Ben Badra,9
8725,58574,Colonel Sebastian Moran,2,Paul Anderson,10
8726,58574,Doctor Hoffmanstahl,2,Wolf Kahler,11
8727,58574,Auctioneer,0,Iain Mitchell,13
8728,58574,Carruthers,2,Jack Laskey,14
8729,58574,Shush Club Maitre D',0,Patricia Slater,15
8730,58574,Shush Club Maitre D',1,Karima Adebibe,16
8731,58574,Businessman,0,Richard Cunningham,17
8732,58574,Hashisheen,0,Marcus Shakesheff,18
8733,58574,Cock Fight Referee,0,Mark Sheals,19
8734,58574,University Student,2,George Taylor,20
8735,58574,Irene Adler,1,Rachel McAdams,21
8736,58574,Claude Ravache,2,Thierry Neuvic,22
8737,58574,Rene Heron,2,Laurentiu Possa,23
8738,58574,Ballroom Photographer,0,Carsten Hayes,24
8739,58574,Captain Tanner,2,Clive Russell,25
8740,18823,Perseus,2,Sam Worthington,0
8741,18823,Zeus,2,Liam Neeson,1
8742,18823,Hades,2,Ralph Fiennes,2
8743,18823,Io,1,Gemma Arterton,3
8744,18823,Calibos / Acrisius,2,Jason Flemyng,4
8745,18823,Andromeda,1,Alexa Davalos,5
8746,18823,Danae,1,Tine Stapelfeldt,6
8747,18823,Draco,2,Mads Mikkelsen,7
8748,18823,Apollo,2,Luke Evans,8
8749,18823,Athena,1,Izabella Miko,9
8750,18823,Solon,2,Liam Cunningham,10
8751,18823,Ixas,2,Hans Matheson,11
8752,18823,Ozal,2,Ashraf Barhom,12
8753,18823,Kucuk,0,Mouloud Achour,13
8754,18823,Sheikh Sulieman,2,Ian Whyte,14
8755,18823,Kepheus,2,Vincent Regan,15
8756,18823,Cassiopeia,1,Polly Walker,16
8757,18823,Prokopion,2,Luke Treadaway,17
8758,18823,Spyros,2,Pete Postlethwaite,18
8759,18823,Marmara,1,Elizabeth McGovern,19
8760,18823,Bello,2,Rory McCann,20
8761,18823,Peshet,1,Kaya Scodelario,21
8762,18823,Hermes,2,Alexander Siddig,22
8763,18823,Poseidon,2,Danny Huston,23
8764,18823,Harbourmaster,0,Phil McKee,24
8765,18823,Citizen (Argos),0,Laura Kachergus,25
8766,18823,Kepheus' General,2,David Kennedy,26
8767,18823,Hera,1,Nina Young,27
8768,18823,Hestia,0,Jane March,28
8769,18823,Artemis,1,Nathalie Cox,29
8770,18823,Aphrodite,1,Agyness Deyn,30
8771,18823,Medusa,0,Natalia Vodianova,31
8772,18823,Demeter,0,Charlotte Comer,32
8773,18823,Eusebios,2,Nicholas Hoult,33
8774,18823,Aged Cassiopeia,0,Katherine Loeppky,34
8775,861,Douglas Quaid/Hauser,2,Arnold Schwarzenegger,0
8776,861,Lori,1,Sharon Stone,1
8777,861,Melina,1,Rachel Ticotin,2
8778,861,Vilos Cohaagen,2,Ronny Cox,3
8779,861,Richter,2,Michael Ironside,4
8780,861,George/Kuato,2,Marshall Bell,5
8781,861,Dr. Edgemar,2,Roy Brocksmith,6
8782,861,Bob McClane,2,Ray Baker,7
8783,861,Dr. Lull,1,Rosemary Dunsmore,8
8784,861,Tony,2,Dean Norris,9
8785,861,Thumbelina,1,Debbie Lee Carrington,10
8786,861,Mary,0,Lycia Naff,11
8787,861,Harry,2,Robert Costanzo,12
8788,861,Everett,2,Marc Alaimo,13
8789,861,Rebel Lieutenant,2,Michael Gregory,14
8790,861,Burly Miner,2,Mickey Jones,15
8791,861,Voice of Johnnycab (voice),2,Robert Picardo,16
8792,861,Helm,2,Michael Champion,17
8793,861,Benny,2,Mel Johnson Jr.,18
8794,861,Ernie,2,David Knell,19
8795,861,Tiffany,1,Alexia Robinson,20
8796,1911,Ahmad Ibn Fadlān,2,Antonio Banderas,0
8797,1911,Buliwyf,0,Vladimir Kulich,1
8798,1911,Herger the Joyous,0,Dennis Storhøi,2
8799,1911,Edgtho the Silent,2,Daniel Southern,3
8800,1911,Helfdane the Fat,2,Clive Russell,4
8801,1911,Rethel the Archer,2,Mischa Hausserman,5
8802,1911,Skeld the Superstitious,2,Richard Bremmer,6
8803,1911,Queen Weilew,1,Diane Venora,7
8804,1911,Roneth,2,Neil Maffin,8
8805,1911,Ragnar - Dour,2,John DeSantis,9
8806,1911,Haltaf - Boy,0,Oliver Sveinall,10
8807,1911,Halga - Wise,0,Asbjørn 'Bear' Riis,11
8808,1911,Weath - Musician,2,Tony Curran,12
8809,1911,Hyglak - Quarrelsome,2,Albie Woodington,13
8810,1911,Melchisidek,0,Omar Sharif,14
8811,1911,Caravan Leader,2,Erick Avari,15
8812,1911,Norseman,2,John Bear Curtis,16
8813,1911,Norseman,2,Andrew Kavadas,17
8814,1911,One-Eyed Old Man,2,Richard Ooms,18
8815,49040,Aaron Cross,2,Jeremy Renner,0
8816,49040,Dr. Marta Shearing,1,Rachel Weisz,1
8817,49040,Byer,2,Edward Norton,2
8818,49040,Ezra Kramer,2,Scott Glenn,3
8819,49040,Turso,2,Stacy Keach,4
8820,49040,Pamela Landy,1,Joan Allen,5
8821,49040,Dita Mandy,1,Donna Murphy,6
8822,49040,Dr. Albert Hirsch,0,Albert Finney,7
8823,49040,Arthur Ingram,2,Michael Chernus,8
8824,49040,#3,2,Oscar Isaac,9
8825,49040,Vendel,2,Corey Stoll,10
8826,49040,Noah Vosen,2,David Strathairn,11
8827,49040,Larry Hooper,2,Michael Papajohn,12
8828,49040,Ward,2,Dennis Boutsikaris,13
8829,49040,Candent Woman #2,0,Sheena Colette,14
8830,49040,LARX #3,2,Louis Ozawa Changchien,15
8831,49040,Ray Wills,0,Corey Johnson,16
8832,49040,Outcome #4,1,Jennifer Kim,17
8833,49040,Dr. Connie Dowd,1,Elizabeth Marvel,18
8834,49040,Mackie,2,Shane Jacobson,19
8835,49040,Mrs. Yun,1,Page Leong,20
8836,49040,Outcome #6,0,Robert Christopher Riley,21
8837,49040,Dr. Donald Foite,2,Zeljko Ivanek,22
8838,49040,boatman,0,Lou Veloso,23
8839,49040,Philippine Pharmacist,0,Ruby Ruiz,24
8840,49040,Landlady,0,Madeleine Nicolas,25
8841,49040,TV Mom,0,Antonette Garcia,26
8842,49040,Citrus Samaritan,2,Joel Torre,27
8843,49040,Joseph,2,John Arcilla,28
8844,49040,TSA Guard,0,Faye Yvette McQueen,29
8845,49040,C-Team,0,Rachel Black,30
8846,415,Bruce Wayne / Batman,2,George Clooney,0
8847,415,Dick Grayson / Robin,2,Chris O'Donnell,1
8848,415,Dr. Victor Fries / Mr. Freeze,2,Arnold Schwarzenegger,2
8849,415,Dr. Pamela Isley / Poison Ivy,1,Uma Thurman,3
8850,415,Barbara Wilson / Batgirl,0,Alicia Silverstone,4
8851,415,Alfred Pennyworth,2,Michael Gough,5
8852,415,Commissioner James Gordon,2,Pat Hingle,6
8853,415,Julie Madison,1,Elle Macpherson,7
8854,415,Dr. Jason Woodrue,2,John Glover,8
8855,415,Ms. B. Haven,1,Vivica A. Fox,9
8856,415,Bane,2,Robert Swenson,10
8857,415,Banker,2,Coolio,11
8858,415,Arkham Asylum Security,2,Jesse Ventura,12
8859,415,Arkham Asylum Security,2,Ralf Moeller,13
8860,8871,Grinch,2,Jim Carrey,0
8861,8871,Cindy Lou Who,1,Taylor Momsen,1
8862,8871,Mayor Augustus Maywho,2,Jeffrey Tambor,2
8863,8871,Martha May Whovier,1,Christine Baranski,3
8864,8871,Lou Lou Who,2,Bill Irwin,4
8865,8871,Betty Lout Who,1,Molly Shannon,5
8866,8871,Whobris,2,Clint Howard,6
8867,8871,8-Year-Old Grinch,0,Josh Ryan Evans,7
8868,8871,Clarnella,1,Mindy Sterling,8
8869,8871,Rose,1,Rachel Winfree,9
8870,8871,Elderly Timekeeper,2,Rance Howard,10
8871,8871,Drew Lou Who,2,Jeremy Howard,11
8872,8871,Stu Lou Who,2,T. J. Thyne,12
8873,8871,Christina Whoterberry,1,Lacey Kohl,13
8874,8871,Junie,0,Nadja Pionilla,14
8875,8871,Shopper,1,Suzanne Krull,15
8876,8871,Narrator (voice),2,Anthony Hopkins,16
8877,435,Jack Hall,2,Dennis Quaid,0
8878,435,Sam Hall,2,Jake Gyllenhaal,1
8879,435,Laura Chapman,1,Emmy Rossum,2
8880,435,Jason Evans,2,Dash Mihok,3
8881,435,Frank Harris,2,Jay O. Sanders,4
8882,435,Dr. Lucy Hall,1,Sela Ward,5
8883,435,J.D.,2,Austin Nichols,6
8884,435,Brian Parks,2,Arjay Smith,7
8885,435,Janet Tokada,1,Tamlyn Tomita,8
8886,435,Parker,2,Sasha Roiz,9
8887,435,Terry Rapson,2,Ian Holm,10
8888,435,Saudi Delegate,0,Nassim Sharara,11
8889,435,Venezuelan Delegate,2,Carl Alacchi,12
8890,435,Vice President Becker,0,Kenneth Welsh,13
8891,435,Saudi Translator,0,Michel 'Gish' Abou-Samah,14
8892,435,Bob,0,Kenneth Moskow,15
8893,435,Luther,2,Glenn Plummer,16
8894,435,Simon,2,Adrian Lester,17
8895,435,Gomez,2,Nestor Serrano,18
8896,435,Veteran Scientist,0,John Maclaren,19
8897,435,Flight Director,0,Richard Zeman,20
8898,435,President Blake,0,Perry King,21
8899,435,Secretary of State,1,Mimi Kuzyk,22
8900,435,"Yuri, Russian Astronaut",0,Vitali Makarov,23
8901,435,"Hideki, Japanese Astronaut",2,Russell Yuen,24
8902,435,Vorsteen,2,Christopher Britton,25
8903,435,Aaron,2,Christian Tessier,26
8904,955,Ethan Hunt,2,Tom Cruise,0
8905,955,Sean Ambrose,2,Dougray Scott,1
8906,955,Nyah Nordoff-Hall,1,Thandie Newton,2
8907,955,Luther Stickell,2,Ving Rhames,3
8908,955,Hugh Stamp,2,Richard Roxburgh,4
8909,955,Billy Baird,2,John Polson,5
8910,955,John C. McCloy,2,Brendan Gleeson,6
8911,955,Dr. Nekhorvich,2,Rade Serbedzija,7
8912,955,Wallis,2,William Mapother,8
8913,955,Ulrich,2,Dominic Purcell,9
8914,955,Michael,0,Mathew Wilkinson,10
8915,955,Accountant,2,Nicholas Bell,11
8916,955,Flamenco Dancer,0,Cristina Brogeras,12
8917,955,Chemist,2,Kee Chan,13
8918,955,Larrabee,0,Kim Fleming,14
8919,955,Mission Commander Swanbeck,2,Anthony Hopkins,15
8920,955,Dr. Gradsky,2,Christian Manon,16
8921,2133,Capt. Billy Tyne,2,George Clooney,0
8922,2133,Bobby Shatford,2,Mark Wahlberg,1
8923,2133,"Christina "" Chris "" Cotter",1,Diane Lane,2
8924,2133,"Dale "" Murp "" Murphy",2,John C. Reilly,3
8925,2133,"David "" Sully "" Sullivan",2,William Fichtner,4
8926,2133,Alexander McAnally III,2,Bob Gunton,5
8927,2133,Melissa Brown,1,Karen Allen,6
8928,2133,Alfred Pierre,2,Allen Payne,7
8929,2133,Linda Greenlaw,1,Mary Elizabeth Mastrantonio,8
8930,2133,Mike 'Bugsy' Moran,2,John Hawkes,9
8931,2133,Edie Bailey,1,Cherry Jones,10
8932,2133,Todd Gross,2,Christopher McDonald,11
8933,2133,Bob Brown,2,Michael Ironside,12
8934,2133,Irene 'Big Red' Johnson,1,Rusty Schwimmer,13
8935,2133,Ethel Shatford,1,Janet Wright,14
8936,2133,Sgt. Jeremy Mitchell,2,Dash Mihok,15
8937,2133,Capt. Darryl Ennis,2,Josh Hopkins,16
8938,2133,Lt. Rob Pettit,2,Todd Kimsey,17
8939,2133,Flight Engineer Borgers,2,Chris Palermo,18
8940,2133,Sgt. Millard Jones,2,Wiley M. Pickett,19
8941,2133,"Dale Murphy, Jr.",2,Hayden Tank,20
8942,2133,Debra Murphy,1,Merle Kennedy,21
8943,2133,Alfred Pierre's Girlfriend,1,Jennifer Sommerfeld,22
8944,2133,Douglas Kosco,2,Joseph D. Reitman,23
8945,2133,Quentin - The Old Timer,2,Sandy Ward,24
8946,2133,Pam - Todd Gross' Assistant,1,Melissa Samuels,25
8947,2133,Commander Brudnicki,2,Steven Barr,26
8948,2133,C-130 Pilot,2,Billy Mayo,27
8949,1979,Reed Richards / Mr. Fantastic,2,Ioan Gruffudd,0
8950,1979,Sue Richards / Invisible Woman,1,Jessica Alba,1
8951,1979,Johnny Storm / Human Torch,2,Chris Evans,2
8952,1979,Ben Grimm / The Thing,2,Michael Chiklis,3
8953,1979,Victor von Doom / Doctor Doom,2,Julian McMahon,4
8954,1979,Alicia Masters,1,Kerry Washington,5
8955,1979,General Hager,2,Andre Braugher,6
8956,1979,Norrin Radd / Silver Surfer (voice),2,Laurence Fishburne,7
8957,1979,Norrin Radd / Silver Surfer,2,Doug Jones,8
8958,1979,Frankie Raye,1,Beau Garrett,9
8959,1979,Priest,2,Brian Posehn,10
8960,1979,James Sherman / Rafke,2,Zach Grenier,11
8961,1979,Dr. Jeff Wagner,0,Kenneth Welsh,12
8962,1979,Baxter Building Doorman,2,Kevin McNulty,13
8963,1979,Hot Party Girl #3,1,Crystal Lowe,14
8964,1979,Johnny's Wedding Date,1,Vanessa Lachey,15
8965,1979,Stan Lee - Rejected Wedding Guest,2,Stan Lee,16
8966,1979,Tailor,2,Andy Stahl,17
8967,87827,Pi Patel (16 / 17 Years),2,Suraj Sharma,0
8968,87827,Pi Patel (Adult),2,Irrfan Khan,1
8969,87827,Pi Patel (11 / 12 Years),2,Ayush Tandon,2
8970,87827,Pi Patel (5 Years),2,Gautam Belur,3
8971,87827,Santosh Patel,2,Adil Hussain,4
8972,87827,Gita Patel,1,Tabu,5
8973,87827,Ravi Patel (7 Years),0,Ayaan Khan,6
8974,87827,Ravi Patel ( 13/ 14 years),2,Mohd Abbas Khaleeli,7
8975,87827,Ravi Patel (18/19 years),2,Vibish Sivakumar,8
8976,87827,Writer,2,Rafe Spall,9
8977,87827,Cook,2,Gérard Depardieu,10
8978,87827,Older Insurance Investigator,2,James Saito,11
8979,87827,Younger Insurance Investigator,2,Jun Naito,12
8980,87827,Priest,1,Andrea Di Stefano,13
