room_id,seat_id,row,col
9,B10_9,B,10
9,B11_9,B,11
9,B12_9,B,12
9,B13_9,B,13
9,C1_9,C,1
9,C2_9,C,2
9,C3_9,C,3
9,C4_9,C,4
9,C5_9,C,5
9,C6_9,C,6
9,C7_9,C,7
9,C8_9,C,8
9,C9_9,C,9
9,C10_9,C,10
9,C11_9,C,11
9,C12_9,C,12
9,C13_9,C,13
9,D1_9,D,1
9,D2_9,D,2
9,D3_9,D,3
9,D4_9,D,4
9,D5_9,D,5
9,D6_9,D,6
9,D7_9,D,7
9,D8_9,D,8
9,D9_9,D,9
9,D10_9,D,10
9,D11_9,D,11
9,D12_9,D,12
9,D13_9,D,13
9,E1_9,E,1
9,E2_9,E,2
9,E3_9,E,3
9,E4_9,E,4
9,E5_9,E,5
9,E6_9,E,6
9,E7_9,E,7
9,E8_9,E,8
9,E9_9,E,9
9,E10_9,E,10
9,E11_9,E,11
9,E12_9,E,12
9,E13_9,E,13
9,F1_9,F,1
9,F2_9,F,2
9,F3_9,F,3
9,F4_9,F,4
9,F5_9,F,5
9,F6_9,F,6
9,F7_9,F,7
9,F8_9,F,8
9,F9_9,F,9
9,F10_9,F,10
9,F11_9,F,11
9,F12_9,F,12
9,F13_9,F,13
9,G1_9,G,1
9,G2_9,G,2
9,G3_9,G,3
9,G4_9,G,4
9,G5_9,G,5
9,G6_9,G,6
9,G7_9,G,7
9,G8_9,G,8
9,G9_9,G,9
9,G10_9,G,10
9,G11_9,G,11
9,G12_9,G,12
9,G13_9,G,13
9,H1_9,H,1
9,H2_9,H,2
9,H3_9,H,3
9,H4_9,H,4
9,H5_9,H,5
9,H6_9,H,6
9,H7_9,H,7
9,H8_9,H,8
9,H9_9,H,9
9,H10_9,H,10
9,H11_9,H,11
9,H12_9,H,12
9,H13_9,H,13
9,I1_9,I,1
9,I2_9,I,2
9,I3_9,I,3
9,I4_9,I,4
9,I5_9,I,5
9,I6_9,I,6
9,I7_9,I,7
9,I8_9,I,8
9,I9_9,I,9
9,I10_9,I,10
9,I11_9,I,11
9,I12_9,I,12
9,I13_9,I,13
9,J1_9,J,1
9,J2_9,J,2
9,J3_9,J,3
9,J4_9,J,4
9,J5_9,J,5
9,J6_9,J,6
9,J7_9,J,7
9,J8_9,J,8
9,J9_9,J,9
9,J10_9,J,10
9,J11_9,J,11
9,J12_9,J,12
9,J13_9,J,13
9,K1_9,K,1
9,K2_9,K,2
9,K3_9,K,3
9,K4_9,K,4
9,K5_9,K,5
9,K6_9,K,6
9,K7_9,K,7
9,K8_9,K,8
9,K9_9,K,9
9,K10_9,K,10
9,K11_9,K,11
9,K12_9,K,12
9,K13_9,K,13
9,L1_9,L,1
9,L2_9,L,2
9,L3_9,L,3
9,L4_9,L,4
9,L5_9,L,5
9,L6_9,L,6
9,L7_9,L,7
9,L8_9,L,8
9,L9_9,L,9
9,L10_9,L,10
9,L11_9,L,11
9,L12_9,L,12
9,L13_9,L,13
10,A1_10,A,1
10,A2_10,A,2
10,A3_10,A,3
10,A4_10,A,4
10,A5_10,A,5
10,A6_10,A,6
10,A7_10,A,7
10,A8_10,A,8
10,A9_10,A,9
10,A10_10,A,10
10,A11_10,A,11
10,A12_10,A,12
10,A13_10,A,13
10,B1_10,B,1
10,B2_10,B,2
10,B3_10,B,3
10,B4_10,B,4
10,B5_10,B,5
10,B6_10,B,6
10,B7_10,B,7
10,B8_10,B,8
10,B9_10,B,9
10,B10_10,B,10
10,B11_10,B,11
10,B12_10,B,12
10,B13_10,B,13
10,C1_10,C,1
10,C2_10,C,2
10,C3_10,C,3
10,C4_10,C,4
10,C5_10,C,5
10,C6_10,C,6
10,C7_10,C,7
10,C8_10,C,8
10,C9_10,C,9
10,C10_10,C,10
10,C11_10,C,11
10,C12_10,C,12
10,C13_10,C,13
10,D1_10,D,1
10,D2_10,D,2
10,D3_10,D,3
10,D4_10,D,4
10,D5_10,D,5
10,D6_10,D,6
10,D7_10,D,7
10,D8_10,D,8
10,D9_10,D,9
10,D10_10,D,10
10,D11_10,D,11
10,D12_10,D,12
10,D13_10,D,13
10,E1_10,E,1
10,E2_10,E,2
10,E3_10,E,3
10,E4_10,E,4
10,E5_10,E,5
10,E6_10,E,6
10,E7_10,E,7
10,E8_10,E,8
10,E9_10,E,9
10,E10_10,E,10
10,E11_10,E,11
10,E12_10,E,12
10,E13_10,E,13
10,F1_10,F,1
10,F2_10,F,2
10,F3_10,F,3
10,F4_10,F,4
10,F5_10,F,5
10,F6_10,F,6
10,F7_10,F,7
10,F8_10,F,8
10,F9_10,F,9
10,F10_10,F,10
10,F11_10,F,11
10,F12_10,F,12
10,F13_10,F,13
10,G1_10,G,1
10,G2_10,G,2
10,G3_10,G,3
10,G4_10,G,4
10,G5_10,G,5
10,G6_10,G,6
10,G7_10,G,7
10,G8_10,G,8
10,G9_10,G,9
10,G10_10,G,10
10,G11_10,G,11
10,G12_10,G,12
10,G13_10,G,13
10,H1_10,H,1
10,H2_10,H,2
10,H3_10,H,3
10,H4_10,H,4
10,H5_10,H,5
10,H6_10,H,6
10,H7_10,H,7
10,H8_10,H,8
10,H9_10,H,9
10,H10_10,H,10
10,H11_10,H,11
10,H12_10,H,12
10,H13_10,H,13
10,I1_10,I,1
10,I2_10,I,2
10,I3_10,I,3
10,I4_10,I,4
10,I5_10,I,5
10,I6_10,I,6
10,I7_10,I,7
10,I8_10,I,8
10,I9_10,I,9
10,I10_10,I,10
10,I11_10,I,11
10,I12_10,I,12
10,I13_10,I,13
10,J1_10,J,1
10,J2_10,J,2
10,J3_10,J,3
10,J4_10,J,4
10,J5_10,J,5
10,J6_10,J,6
10,J7_10,J,7
10,J8_10,J,8
10,J9_10,J,9
10,J10_10,J,10
10,J11_10,J,11
10,J12_10,J,12
10,J13_10,J,13
10,K1_10,K,1
10,K2_10,K,2
10,K3_10,K,3
10,K4_10,K,4
10,K5_10,K,5
10,K6_10,K,6
10,K7_10,K,7
10,K8_10,K,8
10,K9_10,K,9
10,K10_10,K,10
10,K11_10,K,11
10,K12_10,K,12
10,K13_10,K,13
10,L1_10,L,1
10,L2_10,L,2
10,L3_10,L,3
10,L4_10,L,4
10,L5_10,L,5
10,L6_10,L,6
10,L7_10,L,7
10,L8_10,L,8
10,L9_10,L,9
10,L10_10,L,10
10,L11_10,L,11
10,L12_10,L,12
10,L13_10,L,13
